1	 1	 16.369217	 0.046406	 1220.462891	 755.571838	 1.549212	 14.778846	 39128124.000000	 0.000000	 1.000000
1	 2	 7.302422	 0.063394	 2207.448486	 1232.756714	 1.761483	 5.524874	 51117.199219	 0.006256	 0.999995
1	 3	 24.384609	 0.094832	 1327.128906	 712.702454	 1.001500	 23.406904	 609900224.000000	 0.000000	 1.000000
1	 4	 51.615993	 0.038949	 1131.039307	 694.104370	 0.983058	 50.647678	 258312454144.000000	 0.000000	 1.000000
1	 5	 4.758479	 0.011913	 1247.328613	 439.008881	 3.311858	 1.307920	 1548.115234	 0.045505	 0.999896
1	 6	 12.937122	 0.027888	 1172.292847	 736.174438	 2.403952	 10.573977	 4025767.250000	 0.000000	 1.000000
1	 7	 6.229326	 0.016032	 1029.538452	 458.630859	 3.553007	 2.718670	 11871.750977	 0.004313	 0.999991
1	 8	 1.914047	 0.126284	 1204.785522	 634.649780	 0.922305	 0.986697	 1.219182	 13.689628	 0.978430
1	 9	 10.204491	 0.074911	 1343.752930	 992.235474	 1.472795	 8.702998	 612039.562500	 0.000113	 1.000000
1	 10	 3.816119	 0.038653	 1279.766479	 917.303894	 2.161588	 1.708816	 316.443359	 0.649929	 0.999291
1	 11	 2.578459	 0.041483	 2991.290039	 1433.671509	 1.658813	 0.895736	 10.348854	 7.838229	 0.994533
1	 12	 7.438363	 0.072189	 1672.474243	 877.034851	 1.665640	 5.786196	 59791.656250	 0.004295	 0.999995
1	 13	 3.518217	 0.070432	 1312.326660	 400.064117	 1.615099	 1.935972	 131.193481	 0.590076	 0.998525
1	 14	 8.708980	 0.337816	 1570.923828	 1180.840820	 0.798450	 7.945393	 205465.875000	 0.014690	 0.999988
1	 15	 2.483441	 0.013344	 1585.656494	 1166.287354	 2.085054	 0.368439	 7.713130	 6.318533	 0.994582
1	 16	 9.576429	 0.060246	 1161.682373	 453.667389	 1.679202	 7.857328	 405925.656250	 0.000085	 1.000000
1	 17	 11.235209	 0.163653	 1578.683350	 546.202087	 1.028023	 10.231212	 1201771.875000	 0.000080	 1.000000
1	 18	 5.372080	 0.017382	 1477.485840	 630.665955	 3.277434	 2.123357	 3554.206787	 0.025626	 0.999959
1	 19	 5.677560	 0.038292	 1803.861816	 1340.432007	 2.309801	 3.338639	 5464.888672	 0.049086	 0.999963
1	 20	 2.650903	 0.049769	 2133.651855	 1033.827026	 1.673203	 1.042249	 12.629135	 5.259734	 0.994912
1	 21	 2.608112	 0.335940	 1514.114746	 752.339966	 0.690044	 1.957312	 10.115127	 10.085817	 0.986594
1	 22	 8.437191	 0.106471	 1603.112793	 803.356323	 1.336667	 7.122582	 182672.906250	 0.001759	 0.999998
1	 23	 5.730816	 0.030851	 3561.370117	 1578.471680	 2.551402	 3.133404	 5917.452637	 0.046469	 0.999971
1	 24	 24.611963	 0.026829	 1108.852295	 471.322998	 1.686624	 22.938126	 692490944.000000	 0.000000	 1.000000
1	 25	 3.627166	 0.127720	 1050.126709	 414.704956	 1.214615	 2.433788	 181.646820	 0.740210	 0.998215
1	 26	 3.286982	 0.043486	 1287.365112	 980.978455	 1.927437	 1.399532	 71.710556	 1.707098	 0.998260
1	 27	 4.672404	 0.026229	 1318.347412	 844.721008	 2.609976	 2.025127	 1365.207275	 0.127603	 0.999849
1	 28	 10.180634	 0.028959	 1706.162720	 751.098022	 2.496904	 7.637751	 611510.937500	 0.000020	 1.000000
1	 29	 5.743188	 0.015688	 1159.965942	 416.428650	 3.436725	 2.289837	 6053.485840	 0.008757	 0.999979
1	 30	 3.782030	 0.019177	 1514.862915	 1059.739380	 2.644208	 1.123227	 285.269104	 0.645831	 0.999391
1	 31	 2.657891	 0.040782	 1693.810791	 1224.821655	 1.759057	 0.934693	 12.889503	 5.850653	 0.995223
1	 32	 6.933167	 0.069995	 1690.244141	 854.198120	 1.734180	 5.236317	 29808.417969	 0.008235	 0.999990
1	 33	 16.843777	 0.033816	 2463.965820	 1560.715820	 1.795616	 14.992871	 47245276.000000	 0.000000	 1.000000
1	 34	 6.027455	 0.072714	 1504.487061	 684.510986	 1.704555	 4.346069	 8293.680664	 0.025039	 0.999963
